text,count,percent,cumulative_count,cumulative_percent
until,54,0.08743381745761888,31006,50.20320266835058
new,54,0.08743381745761888,31060,50.29063648580819
them,53,0.0858146726898852,31113,50.37645115849808
such,53,0.0858146726898852,31166,50.46226583118797
south,53,0.0858146726898852,31219,50.548080503877856
area,53,0.0858146726898852,31272,50.633895176567734
rebellion,52,0.08419552792215151,31324,50.718090704489896
led,52,0.08419552792215151,31376,50.802286232412044
court,52,0.08419552792215151,31428,50.88648176033419
these,51,0.08257638315441783,31479,50.96905814348861
there,51,0.08257638315441783,31530,51.05163452664303
political,51,0.08257638315441783,31581,51.13421090979744
only,51,0.08257638315441783,31632,51.21678729295186
died,51,0.08257638315441783,31683,51.29936367610628
have,50,0.08095723838668416,31733,51.38032091449296
government,50,0.08095723838668416,31783,51.46127815287965
ruled,49,0.07933809361895047,31832,51.540616246498594
royal,49,0.07933809361895047,31881,51.619954340117545
former,49,0.07933809361895047,31930,51.6992924337365
confederacy,49,0.07933809361895047,31979,51.77863052735545
amangkurat,49,0.07933809361895047,32028,51.857968620974404
would,48,0.07771894885121679,32076,51.93568756982562
tuanku,48,0.07771894885121679,32124,52.01340651867683
name,48,0.07771894885121679,32172,52.09112546752805
muhammad,47,0.0760998040834831,32219,52.16722527161154
modern,47,0.0760998040834831,32266,52.24332507569501
more,46,0.07448065931574943,32312,52.31780573501077
ali,46,0.07448065931574943,32358,52.39228639432652
then,45,0.07286151454801573,32403,52.465147908874535
muslim,45,0.07286151454801573,32448,52.53800942342255
crown,45,0.07286151454801573,32493,52.61087093797057
naples,44,0.07124236978028205,32537,52.682113307750846
began,44,0.07124236978028205,32581,52.75335567753113
throne,43,0.06962322501254838,32624,52.822978902543674
princely,43,0.06962322501254838,32667,52.89260212755622
may,43,0.06962322501254838,32710,52.96222535256877
kerala,43,0.06962322501254838,32753,53.03184857758132
being,43,0.06962322501254838,32796,53.10147180259387
trade,42,0.06800408024481469,32838,53.16947588283868
took,42,0.06800408024481469,32880,53.2374799630835
several,42,0.06800408024481469,32922,53.30548404332831
iv,42,0.06800408024481469,32964,53.37348812357313
following,42,0.06800408024481469,33006,53.441492203817944
early,42,0.06800408024481469,33048,53.50949628406276
death,42,0.06800408024481469,33090,53.577500364307575
chinese,42,0.06800408024481469,33132,53.64550444455239
came,42,0.06800408024481469,33174,53.713508524797206
agung,42,0.06800408024481469,33216,53.78151260504202
military,41,0.066384935477081,33257,53.8478975405191
italian,41,0.066384935477081,33298,53.91428247599618
house,41,0.066384935477081,33339,53.98066741147326
country,41,0.066384935477081,33380,54.047052346950345
built,41,0.066384935477081,33421,54.11343728242743
begum,41,0.066384935477081,33462,54.17982221790451
indian,40,0.06476579070934732,33502,54.244588008613846
ha,40,0.06476579070934732,33542,54.309353799323205
district,40,0.06476579070934732,33582,54.37411959003254
did,40,0.06476579070934732,33622,54.438885380741894
coast,40,0.06476579070934732,33662,54.50365117145124
shah,39,0.06314664594161365,33701,54.56679781739285
rome,39,0.06314664594161365,33740,54.62994446333447
province,39,0.06314664594161365,33779,54.69309110927608
nawab,39,0.06314664594161365,33818,54.7562377552177
language,39,0.06314664594161365,33857,54.81938440115931
establishment,39,0.06314664594161365,33896,54.882531047100926
tipu,38,0.06152750117387996,33934,54.944058548274796
rebel,38,0.06152750117387996,33972,55.00558604944869
khiva,38,0.06152750117387996,34010,55.06711355062256
her,38,0.06152750117387996,34048,55.12864105179644
around,38,0.06152750117387996,34086,55.19016855297032
well,37,0.05990835640614627,34123,55.25007690937647
sicily,37,0.05990835640614627,34160,55.309985265782615
see,37,0.05990835640614627,34197,55.36989362218876
second,37,0.05990835640614627,34234,55.42980197859491
russian,37,0.05990835640614627,34271,55.48971033500105
out,37,0.05990835640614627,34308,55.5496186914072
limburg,37,0.05990835640614627,34345,55.609527047813344
last,37,0.05990835640614627,34382,55.66943540421949
surabaya,36,0.05828921163841259,34418,55.7277246158579
maratha,36,0.05828921163841259,34454,55.78601382749632
lower,36,0.05828921163841259,34490,55.84430303913472
habsburg,36,0.05828921163841259,34526,55.90259225077314
further,36,0.05828921163841259,34562,55.96088146241155
conquered,36,0.05828921163841259,34598,56.01917067404997
alliance,36,0.05828921163841259,34634,56.07745988568838
up,35,0.05667006687067891,34669,56.13412995255905
succession,35,0.05667006687067891,34704,56.19080001942973
republic,35,0.05667006687067891,34739,56.24747008630041
end,35,0.05667006687067891,34774,56.3041401531711
eastern,35,0.05667006687067891,34809,56.36081022004178
charles,35,0.05667006687067891,34844,56.41748028691246
while,34,0.055050922102945224,34878,56.4725312090154
three,34,0.055050922102945224,34912,56.52758213111835
still,34,0.055050922102945224,34946,56.582633053221286
sri,34,0.055050922102945224,34980,56.63768397532424
port,34,0.055050922102945224,35014,56.69273489742718
pakubuwana,34,0.055050922102945224,35048,56.74778581953013
mohammad,34,0.055050922102945224,35082,56.802836741633065
local,34,0.055050922102945224,35116,56.857887663736015
even,34,0.055050922102945224,35150,56.91293858583896
defeated,34,0.055050922102945224,35184,56.96798950794191
berne,34,0.055050922102945224,35218,57.023040430044844
much,33,0.05343177733521154,35251,57.07647220738006
maharaja,33,0.05343177733521154,35284,57.12990398471527
imperial,33,0.05343177733521154,35317,57.18333576205048
aceh,33,0.05343177733521154,35350,57.23676753938569
west,32,0.051812632567477854,35382,57.28858017195317
swiss,32,0.051812632567477854,35414,57.340392804520654
southern,32,0.051812632567477854,35446,57.39220543708813
she,32,0.051812632567477854,35478,57.44401806965561
reign,32,0.051812632567477854,35510,57.49583070222308
kuba,32,0.051812632567477854,35542,57.547643334790564
c,32,0.051812632567477854,35574,57.59945596735804
v,31,0.050193487799744176,35605,57.64964945515778
temple,31,0.050193487799744176,35636,57.699842942957524
place,31,0.050193487799744176,35667,57.75003643075728
old,31,0.050193487799744176,35698,57.80022991855702
malabar,31,0.050193487799744176,35729,57.85042340635677
island,31,0.050193487799744176,35760,57.90061689415651
both,31,0.050193487799744176,35791,57.95081038195625
annexed,31,0.050193487799744176,35822,58.001003869756
among,31,0.050193487799744176,35853,58.051197357555736
according,31,0.050193487799744176,35884,58.10139084535548
about,31,0.050193487799744176,35915,58.15158433315523
support,30,0.04857434303201049,35945,58.20015867618724
river,30,0.04857434303201049,35975,58.248733019219245
no,30,0.04857434303201049,36005,58.29730736225126
independence,30,0.04857434303201049,36035,58.34588170528326
including,30,0.04857434303201049,36065,58.39445604831528
hindu,30,0.04857434303201049,36095,58.44303039134729
batavia,30,0.04857434303201049,36125,58.4916047343793
baban,30,0.04857434303201049,36155,58.54017907741132
any,30,0.04857434303201049,36185,58.58875342044332
western,29,0.04695519826427681,36214,58.635708618707596
valluvanadu,29,0.04695519826427681,36243,58.68266381697188
used,29,0.04695519826427681,36272,58.72961901523615
ruling,29,0.04695519826427681,36301,58.77657421350043
remained,29,0.04695519826427681,36330,58.82352941176471
raghogarh,29,0.04695519826427681,36359,58.87048461002898
principality,29,0.04695519826427681,36388,58.91743980829326
included,29,0.04695519826427681,36417,58.96439500655754
important,29,0.04695519826427681,36446,59.01135020482181
austrian,29,0.04695519826427681,36475,59.05830540308609
administration,29,0.04695519826427681,36504,59.10526060135036
wodeyar,28,0.04533605349654313,36532,59.15059665484691
through,28,0.04533605349654313,36560,59.195932708343456
successor,28,0.04533605349654313,36588,59.24126876183999
position,28,0.04533605349654313,36616,59.28660481533654
northern,28,0.04533605349654313,36644,59.33194086883308
north,28,0.04533605349654313,36672,59.37727692232963
march,28,0.04533605349654313,36700,59.42261297582617
many,28,0.04533605349654313,36728,59.46794902932271
killed,28,0.04533605349654313,36756,59.51328508281926
fort,28,0.04533605349654313,36784,59.55862113631579
fante,28,0.04533605349654313,36812,59.60395718981234
company,28,0.04533605349654313,36840,59.64929324330889
before,28,0.04533605349654313,36868,59.694629296805424
authority,28,0.04533605349654313,36896,59.73996535030197
again,28,0.04533605349654313,36924,59.78530140379852
soon,27,0.04371690872880944,36951,59.829018312527324
present,27,0.04371690872880944,36978,59.872735221256136
major,27,0.04371690872880944,37005,59.91645212998494
list,27,0.04371690872880944,37032,59.96016903871375
help,27,0.04371690872880944,37059,60.00388594744256
founded,27,0.04371690872880944,37086,60.047602856171366
day,27,0.04371690872880944,37113,60.09131976490018
bohemia,27,0.04371690872880944,37140,60.135036673628996
asia,27,0.04371690872880944,37167,60.1787535823578
regent,26,0.04209776396107576,37193,60.220851346318874
minister,26,0.04209776396107576,37219,60.26294911027995
held,26,0.04209776396107576,37245,60.30504687424103
followed,26,0.04209776396107576,37271,60.347144638202096
european,26,0.04209776396107576,37297,60.38924240216318
deo,26,0.04209776396107576,37323,60.43134016612425
continued,26,0.04209776396107576,37349,60.473437930085325
captured,26,0.04209776396107576,37375,60.515535694046406
austria,26,0.04209776396107576,37401,60.55763345800747
zrich,25,0.04047861919334208,37426,60.598112077200824
union,25,0.04047861919334208,37451,60.63859069639417
references,25,0.04047861919334208,37476,60.67906931558751
peace,25,0.04047861919334208,37501,60.71954793478085
ottoman,25,0.04047861919334208,37526,60.760026553974186
modena,25,0.04047861919334208,37551,60.80050517316753
maguindanao,25,0.04047861919334208,37576,60.84098379236087
ma,25,0.04047861919334208,37601,60.881462411554224
influence,25,0.04047861919334208,37626,60.92194103074756
great,25,0.04047861919334208,37651,60.962419649940905
finally,25,0.04047861919334208,37676,61.00289826913424
ferdinand,25,0.04047861919334208,37701,61.043376888327586
e,25,0.04047861919334208,37726,61.08385550752092
catholic,25,0.04047861919334208,37751,61.124334126714274
bohemian,25,0.04047861919334208,37776,61.16481274590762
within,24,0.038859474425608394,37800,61.20367222033322
upper,24,0.038859474425608394,37824,61.24253169475883
than,24,0.038859474425608394,37848,61.28139116918444
system,24,0.038859474425608394,37872,61.32025064361004
now,24,0.038859474425608394,37896,61.35911011803565
near,24,0.038859474425608394,37920,61.397969592461266
native,24,0.038859474425608394,37944,61.436829066886865
monarchy,24,0.038859474425608394,37968,61.47568854131248
married,24,0.038859474425608394,37992,61.51454801573809
kochi,24,0.038859474425608394,38016,61.55340749016369
historian,24,0.038859474425608394,38040,61.59226696458931
himself,24,0.038859474425608394,38064,61.63112643901491
guria,24,0.038859474425608394,38088,61.66998591344052
fought,24,0.038859474425608394,38112,61.70884538786613
daughter,24,0.038859474425608394,38136,61.74770486229174
succeeded,23,0.037240329657874716,38159,61.78494519194962
so,23,0.037240329657874716,38182,61.82218552160749
panglima,23,0.037240329657874716,38205,61.85942585126536
kannada,23,0.037240329657874716,38228,61.89666618092323
itself,23,0.037240329657874716,38251,61.93390651058112
independent,23,0.037240329657874716,38274,61.97114684023899
four,23,0.037240329657874716,38297,62.008387169896864
father,23,0.037240329657874716,38320,62.04562749955473
county,23,0.037240329657874716,38343,62.08286782921261
church,23,0.037240329657874716,38366,62.12010815887048
captaincy,23,0.037240329657874716,38389,62.15734848852836
burma,23,0.037240329657874716,38412,62.19458881818623
university,22,0.035621184890141024,38434,62.23021000307638
small,22,0.035621184890141024,38456,62.26583118796651
settlement,22,0.035621184890141024,38478,62.30145237285666
same,22,0.035621184890141024,38500,62.337073557746805
pasha,22,0.035621184890141024,38522,62.37269474263694
number,22,0.035621184890141024,38544,62.40831592752708
indonesia,22,0.035621184890141024,38566,62.443937112417224
historical,22,0.035621184890141024,38588,62.479558297307356
frederick,22,0.035621184890141024,38610,62.5151794821975
france,22,0.035621184890141024,38632,62.55080066708765
expansion,22,0.035621184890141024,38654,62.58642185197778
europe,22,0.035621184890141024,38676,62.62204303686792
due,22,0.035621184890141024,38698,62.65766422175807
defeat,22,0.035621184890141024,38720,62.693285406648215
culture,22,0.035621184890141024,38742,62.72890659153835
could,22,0.035621184890141024,38764,62.764527776428494
conde,22,0.035621184890141024,38786,62.800148961318634
campaign,22,0.035621184890141024,38808,62.835770146208766
because,22,0.035621184890141024,38830,62.87139133109891
assumed,22,0.035621184890141024,38852,62.90701251598906
upon,21,0.034002040122407345,38873,62.94101455611146
though,21,0.034002040122407345,38894,62.97501659623387
spanish,21,0.034002040122407345,38915,63.009018636356274
sent,21,0.034002040122407345,38936,63.04302067647869
protectorate,21,0.034002040122407345,38957,63.07702271660109
krishnaraja,21,0.034002040122407345,38978,63.1110247567235
given,21,0.034002040122407345,38999,63.145026796845904
general,21,0.034002040122407345,39020,63.17902883696831
forced,21,0.034002040122407345,39041,63.21303087709072
english,21,0.034002040122407345,39062,63.24703291721313
economic,21,0.034002040122407345,39083,63.281034957335535
disestablishment,21,0.034002040122407345,39104,63.31503699745794
appointed,21,0.034002040122407345,39125,63.34903903758035
along,21,0.034002040122407345,39146,63.383041077702764
where,20,0.03238289535467366,39166,63.41542397305743
town,20,0.03238289535467366,39186,63.4478068684121
revolution,20,0.03238289535467366,39206,63.48018976376678
record,20,0.03238289535467366,39226,63.512572659121446
pangeran,20,0.03238289535467366,39246,63.544955554476125
panembahan,20,0.03238289535467366,39266,63.5773384498308
occupied,20,0.03238289535467366,39286,63.60972134518548
like,20,0.03238289535467366,39306,63.64210424054014
left,20,0.03238289535467366,39326,63.67448713589482
late,20,0.03238289535467366,39346,63.706870031249494
hyder,20,0.03238289535467366,39366,63.73925292660417
each,20,0.03238289535467366,39386,63.77163582195884
divided,20,0.03238289535467366,39406,63.80401871731352
da,20,0.03238289535467366,39426,63.83640161266819
conflict,20,0.03238289535467366,39446,63.868784508022856
brought,20,0.03238289535467366,39466,63.901167403377535
border,20,0.03238289535467366,39486,63.933550298732214
august,20,0.03238289535467366,39506,63.96593319408689
attempt,20,0.03238289535467366,39526,63.99831608944155
another,20,0.03238289535467366,39546,64.03069898479623
younger,19,0.03076375058693998,39565,64.06146273538317
village,19,0.03076375058693998,39584,64.0922264859701
vassal,19,0.03076375058693998,39603,64.12299023655706
taken,19,0.03076375058693998,39622,64.15375398714399
switzerland,19,0.03076375058693998,39641,64.18451773773093
population,19,0.03076375058693998,39660,64.21528148831787
november,19,0.03076375058693998,39679,64.24604523890481
lost,19,0.03076375058693998,39698,64.27680898949176
line,19,0.03076375058693998,39717,64.30757274007868
kartasura,19,0.03076375058693998,39736,64.33833649066563
haider,19,0.03076375058693998,39755,64.36910024125257
glarus,19,0.03076375058693998,39774,64.39986399183951
form,19,0.03076375058693998,39793,64.43062774242645
disestablished,19,0.03076375058693998,39812,64.46139149301338
darussalam,19,0.03076375058693998,39831,64.49215524360034
april,19,0.03076375058693998,39850,64.52291899418728
ally,19,0.03076375058693998,39869,64.5536827447742
work,18,0.029144605819206294,39887,64.58282735059342
without,18,0.029144605819206294,39905,64.61197195641263
warrior,18,0.029144605819206294,39923,64.64111656223183
vijayanagara,18,0.029144605819206294,39941,64.67026116805104
troop,18,0.029144605819206294,39959,64.69940577387024
traditional,18,0.029144605819206294,39977,64.72855037968945
third,18,0.029144605819206294,39995,64.75769498550865
themselves,18,0.029144605819206294,40013,64.78683959132786
term,18,0.029144605819206294,40031,64.81598419714707
subject,18,0.029144605819206294,40049,64.84512880296627
situation,18,0.029144605819206294,40067,64.87427340878547
separate,18,0.029144605819206294,40085,64.90341801460468
persian,18,0.029144605819206294,40103,64.9325626204239
moved,18,0.029144605819206294,40121,64.9617072262431
khanate,18,0.029144605819206294,40139,64.9908518320623
interior,18,0.029144605819206294,40157,65.01999643788152
hereditary,18,0.029144605819206294,40175,65.04914104370071
hand,18,0.029144605819206294,40193,65.07828564951993
group,18,0.029144605819206294,40211,65.10743025533912
formed,18,0.029144605819206294,40229,65.13657486115834
five,18,0.029144605819206294,40247,65.16571946697755
event,18,0.029144605819206294,40265,65.19486407279675
despite,18,0.029144605819206294,40283,65.22400867861595
december,18,0.029144605819206294,40301,65.25315328443516
colonial,18,0.029144605819206294,40319,65.28229789025437
claim,18,0.029144605819206294,40337,65.31144249607357
art,18,0.029144605819206294,40355,65.34058710189278
although,18,0.029144605819206294,40373,65.36973170771199
agreement,18,0.029144605819206294,40391,65.39887631353119
yogyakarta,17,0.027525461051472612,40408,65.42640177458267
uri,17,0.027525461051472612,40425,65.45392723563414
tribute,17,0.027525461051472612,40442,65.48145269668562
those,17,0.027525461051472612,40459,65.50897815773709
sumatra,17,0.027525461051472612,40476,65.53650361878856
status,17,0.027525461051472612,40493,65.56402907984003
schwyz,17,0.027525461051472612,40510,65.59155454089151
reached,17,0.027525461051472612,40527,65.61908000194298
rao,17,0.027525461051472612,40544,65.64660546299444
presentday,17,0.027525461051472612,40561,65.67413092404591
pradesh,17,0.027525461051472612,40578,65.7016563850974
ponnani,17,0.027525461051472612,40595,65.72918184614886
polity,17,0.027525461051472612,40612,65.75670730720033
oct,17,0.027525461051472612,40629,65.7842327682518
music,17,0.027525461051472612,40646,65.81175822930328
monarch,17,0.027525461051472612,40663,65.83928369035476
july,17,0.027525461051472612,40680,65.86680915140623
islam,17,0.027525461051472612,40697,65.8943346124577
german,17,0.027525461051472612,40714,65.92186007350918
external,17,0.027525461051472612,40731,65.94938553456065
especially,17,0.027525461051472612,40748,65.97691099561212
education,17,0.027525461051472612,40765,66.0044364566636
descendant,17,0.027525461051472612,40782,66.03196191771507
considered,17,0.027525461051472612,40799,66.05948737876653
college,17,0.027525461051472612,40816,66.087012839818
calicut,17,0.027525461051472612,40833,66.11453830086948
become,17,0.027525461051472612,40850,66.14206376192095
associate,17,0.027525461051472612,40867,66.16958922297242
ad,17,0.027525461051472612,40884,66.19711468402389
valley,16,0.025906316283738927,40900,66.22302100030764
today,16,0.025906316283738927,40916,66.24892731659138
siak,16,0.025906316283738927,40932,66.27483363287512
served,16,0.025906316283738927,40948,66.30073994915885
semarang,16,0.025906316283738927,40964,66.32664626544259
ru,16,0.025906316283738927,40980,66.35255258172633
right,16,0.025906316283738927,40996,66.37845889801007
revenue,16,0.025906316283738927,41012,66.40436521429382
restored,16,0.025906316283738927,41028,66.43027153057754
referred,16,0.025906316283738927,41044,66.45617784686128
powerful,16,0.025906316283738927,41060,66.48208416314503
perkasa,16,0.025906316283738927,41076,66.50799047942877
pajang,16,0.025906316283738927,41092,66.5338967957125
pahlawan,16,0.025906316283738927,41108,66.55980311199625
paduka,16,0.025906316283738927,41124,66.58570942827998
order,16,0.025906316283738927,41140,66.61161574456372
next,16,0.025906316283738927,41156,66.63752206084746
named,16,0.025906316283738927,41172,66.6634283771312
middle,16,0.025906316283738927,41188,66.68933469341493
madura,16,0.025906316283738927,41204,66.71524100969867
lucerne,16,0.025906316283738927,41220,66.74114732598242
located,16,0.025906316283738927,41236,66.76705364226615
larantuka,16,0.025906316283738927,41252,66.79295995854989
kollam,16,0.025906316283738927,41268,66.81886627483364
jahan,16,0.025906316283738927,41284,66.84477259111738
half,16,0.025906316283738927,41300,66.87067890740111
governor,16,0.025906316283738927,41316,66.89658522368485
georgia,16,0.025906316283738927,41332,66.92249153996859
conquest,16,0.025906316283738927,41348,66.94839785625233
condominium,16,0.025906316283738927,41364,66.97430417253607
attacked,16,0.025906316283738927,41380,67.0002104888198
al,16,0.025906316283738927,41396,67.02611680510354
abbey,16,0.025906316283738927,41412,67.05202312138728
whole,15,0.024287171516005245,41427,67.07631029290329
various,15,0.024287171516005245,41442,67.1005974644193
towards,15,0.024287171516005245,41457,67.1248846359353
therefore,15,0.024287171516005245,41472,67.1491718074513
spice,15,0.024287171516005245,41487,67.1734589789673
sometimes,15,0.024287171516005245,41502,67.19774615048331
slave,15,0.024287171516005245,41517,67.22203332199932
signed,15,0.024287171516005245,41532,67.24632049351533
siege,15,0.024287171516005245,41547,67.27060766503133
september,15,0.024287171516005245,41562,67.29489483654734
sea,15,0.024287171516005245,41577,67.31918200806334
school,15,0.024287171516005245,41592,67.34346917957936
rise,15,0.024287171516005245,41607,67.36775635109535
pay,15,0.024287171516005245,41622,67.39204352261136
papacy,15,0.024287171516005245,41637,67.41633069412735
orte,15,0.024287171516005245,41652,67.44061786564338
original,15,0.024287171516005245,41667,67.46490503715937
official,15,0.024287171516005245,41682,67.48919220867538
officer,15,0.024287171516005245,41697,67.51347938019138
napoleon,15,0.024287171516005245,41712,67.53776655170739
marakkar,15,0.024287171516005245,41727,67.56205372322339
leader,15,0.024287171516005245,41742,67.5863408947394
large,15,0.024287171516005245,41757,67.6106280662554
kurdish,15,0.024287171516005245,41772,67.63491523777141
kodungallur,15,0.024287171516005245,41787,67.65920240928742
june,15,0.024287171516005245,41802,67.68348958080342
islamic,15,0.024287171516005245,41817,67.70777675231943
iskandar,15,0.024287171516005245,41832,67.73206392383543
invasion,15,0.024287171516005245,41847,67.75635109535143
indie,15,0.024287171516005245,41862,67.78063826686744
gocah,15,0.024287171516005245,41877,67.80492543838345
founding,15,0.024287171516005245,41892,67.82921260989944
era,15,0.024287171516005245,41907,67.85349978141547
eight,15,0.024287171516005245,41922,67.87778695293146
declared,15,0.024287171516005245,41937,67.90207412444747
confederation,15,0.024287171516005245,41952,67.92636129596346
capture,15,0.024287171516005245,41967,67.95064846747948
can,15,0.024287171516005245,41982,67.97493563899548
born,15,0.024287171516005245,41997,67.99922281051148
beginning,15,0.024287171516005245,42012,68.02350998202749
based,15,0.024287171516005245,42027,68.0477971535435
bahadur,15,0.024287171516005245,42042,68.0720843250595
already,15,0.024287171516005245,42057,68.09637149657551
alam,15,0.024287171516005245,42072,68.12065866809152
woman,14,0.022668026748271564,42086,68.14332669483979
victory,14,0.022668026748271564,42100,68.16599472158805
van,14,0.022668026748271564,42114,68.18866274833633
uddin,14,0.022668026748271564,42128,68.2113307750846
tradition,14,0.022668026748271564,42142,68.23399880183287
